,EMPRESA_SIGLA,ANO,MES,MERCADO,RPK
395282,GLO,2009,3,SBGOSBPJ,NULL
395283,GLO,2009,3,SBPJSBSP,NULL
395284,GLO,2009,3,SBGRSBPL,NULL
395285,GLO,2009,3,SBPLSBRF,3523620.0
395286,GLO,2009,3,SBBRSBPS,263266.0
395287,GLO,2009,3,SBCFSBPS,2666630.0
395288,GLO,2009,3,SBGOSBPS,NULL
395289,GLO,2009,3,SBGRSBPS,4585660.0
395290,GLO,2009,3,SBPSSBSV,1298840.0
395291,GLO,2009,3,SBBESBPV,NULL
395292,GLO,2009,3,SBBRSBPV,NULL
395293,GLO,2009,3,SBCGSBPV,NULL
395294,GLO,2009,3,SBCTSBPV,NULL
395295,GLO,2009,3,SBCYSBPV,2117100.0
395296,GLO,2009,3,SBCZSBPV,NULL
395297,GLO,2009,3,SBEGSBPV,5008900.0
395298,GLO,2009,3,SBFZSBPV,NULL
395299,GLO,2009,3,SBPASBPV,NULL
395301,GLO,2009,3,SBPVSBRB,2471000.0
395302,GLO,2009,3,SBBESBRB,NULL
395304,GLO,2009,3,SBBRSBRB,4670630.0
395306,GLO,2009,3,SBCZSBRB,2027600.0
395307,GLO,2009,3,SBEGSBRB,NULL
395308,GLO,2009,3,SBFZSBRB,NULL
395309,GLO,2009,3,SBPVSBRB,1689530.0
395311,GLO,2009,3,SBBESBRF,NULL
395312,GLO,2009,3,SBBRSBRF,22183400.0
395313,GLO,2009,3,SBCFSBRF,4938170.0
395314,GLO,2009,3,SBEGSBRF,NULL
395315,GLO,2009,3,SBFNSBRF,1136430.0
395316,GLO,2009,3,SBFZSBRF,6544000.0
395317,GLO,2009,3,SBGLSBRF,34560700.0
395318,GLO,2009,3,SBGOSBRF,NULL
395319,GLO,2009,3,SBGRSBRF,43039000.0
395320,GLO,2009,3,SBJUSBRF,1319080.0
395322,GLO,2009,3,SBNTSBRF,1445940.0
395323,GLO,2009,3,SBPASBRF,NULL
395325,GLO,2009,3,SBPLSBRF,3509640.0
395326,GLO,2009,3,SBRFSBSL,NULL
395327,GLO,2009,3,SBRFSBSN,NULL
395328,GLO,2009,3,SBRFSBSP,NULL
395329,GLO,2009,3,SBRFSBSV,7614720.0
395332,GLO,2009,3,SBRJSBSP,16826500.0
395333,GLO,2009,3,SBBESBSL,1601810.0
395335,GLO,2009,3,SBBRSBSL,4551660.0
395336,GLO,2009,3,SBEGSBSL,NULL
395337,GLO,2009,3,SBFZSBSL,3947990.0
395338,GLO,2009,3,SBIZSBSL,688215.0
395339,GLO,2009,3,SBRFSBSL,NULL
395340,GLO,2009,3,SBSLSBSN,NULL
395341,GLO,2009,3,SBSLSBSV,NULL
395342,GLO,2009,3,SBBESBSN,3710460.0
395344,GLO,2009,3,SBEGSBSN,2845460.0
395345,GLO,2009,3,SBFZSBSN,NULL
395346,GLO,2009,3,SBRFSBSN,NULL
395347,GLO,2009,3,SBSLSBSN,NULL
395348,GLO,2009,3,SBSNSBSV,NULL
395349,GLO,2009,3,SBBESBSP,NULL
395350,GLO,2009,3,SBBRSBSP,15851900.0
395351,GLO,2009,3,SBCFSBSP,5426020.0
395352,GLO,2009,3,SBCGSBSP,2942160.0
395353,GLO,2009,3,SBCHSBSP,NULL
395354,GLO,2009,3,SBCTSBSP,2611920.0
395355,GLO,2009,3,SBCXSBSP,3704380.0
395356,GLO,2009,3,SBCYSBSP,2091850.0
395357,GLO,2009,3,SBDNSBSP,2388560.0
395358,GLO,2009,3,SBFLSBSP,3773220.0
395359,GLO,2009,3,SBFZSBSP,NULL
395360,GLO,2009,3,SBGLSBSP,4154760.0
395361,GLO,2009,3,SBGOSBSP,5994020.0
395363,GLO,2009,3,SBILSBSP,NULL
395364,GLO,2009,3,SBJVSBSP,1613310.0
395365,GLO,2009,3,SBLOSBSP,704404.0
395366,GLO,2009,3,SBMGSBSP,753480.0
395367,GLO,2009,3,SBMOSBSP,NULL
395368,GLO,2009,3,SBMQSBSP,NULL
395369,GLO,2009,3,SBNFSBSP,1545050.0
395370,GLO,2009,3,SBNTSBSP,NULL
395371,GLO,2009,3,SBPASBSP,6931100.0
395372,GLO,2009,3,SBPJSBSP,NULL
395373,GLO,2009,3,SBRFSBSP,NULL
395374,GLO,2009,3,SBRJSBSP,17086000.0
395376,GLO,2009,3,SBSPSBSV,5362040.0
395377,GLO,2009,3,SBSPSBUL,2282520.0
395378,GLO,2009,3,SBSPSBVT,2850120.0
395379,GLO,2009,3,SBARSBSV,883476.0
395380,GLO,2009,3,SBBESBSV,NULL
395381,GLO,2009,3,SBBRSBSV,14541200.0
395382,GLO,2009,3,SBCFSBSV,9804820.0
395383,GLO,2009,3,SBCYSBSV,NULL
395384,GLO,2009,3,SBEGSBSV,NULL
395385,GLO,2009,3,SBFLSBSV,NULL
395386,GLO,2009,3,SBFZSBSV,2417060.0
395387,GLO,2009,3,SBGLSBSV,26159000.0
395388,GLO,2009,3,SBGRSBSV,26696500.0
395389,GLO,2009,3,SBILSBSV,581850.0
395390,GLO,2009,3,SBMOSBSV,3343860.0
395391,GLO,2009,3,SBNTSBSV,4616510.0
395392,GLO,2009,3,SBPSSBSV,1301650.0
395393,GLO,2009,3,SBRFSBSV,7248680.0
395394,GLO,2009,3,SBSLSBSV,NULL
395395,GLO,2009,3,SBSNSBSV,NULL
395396,GLO,2009,3,SBSPSBSV,7681200.0
395398,GLO,2009,3,SBSVSDAM,NULL
395400,GLO,2009,3,SBBRSBTE,7925460.0
395401,GLO,2009,3,SBCTSBTE,NULL
395402,GLO,2009,3,SBFZSBTE,1214670.0
395403,GLO,2009,3,SBGOSBTE,NULL
395404,GLO,2009,3,SBGRSBTE,NULL
395405,GLO,2009,3,SBRFSBTE,NULL
395406,GLO,2009,3,SBBRSBUL,NULL
395407,GLO,2009,3,SBCFSBUL,778610.0
395408,GLO,2009,3,SBSPSBUL,2061720.0
395409,GLO,2009,3,SBBRSBVT,1521060.0
395410,GLO,2009,3,SBCFSBVT,2854690.0
395411,GLO,2009,3,SBCTSBVT,NULL
395412,GLO,2009,3,SBGLSBVT,5527340.0
395413,GLO,2009,3,SBGRSBVT,3221450.0
395414,GLO,2009,3,SBMGSBVT,NULL
395415,GLO,2009,3,SBSPSBVT,3144960.0
395416,GLO,2009,3,SBVTSDAM,NULL
395422,GLO,2009,3,SBBRSDAM,3857610.0
395423,GLO,2009,3,SBCFSDAM,2743160.0
395424,GLO,2009,3,SBCTSDAM,2108650.0
395425,GLO,2009,3,SBFZSDAM,NULL
395426,GLO,2009,3,SBGLSDAM,4252960.0
395427,GLO,2009,3,SBMGSDAM,NULL
395428,GLO,2009,3,SBPASDAM,NULL
395429,GLO,2009,3,SBSVSDAM,NULL
395430,GLO,2009,3,SBVTSDAM,NULL
395463,GLO,2009,4,SBARSBBR,NULL
395464,GLO,2009,4,SBARSBGL,6025840.0
395465,GLO,2009,4,SBARSBGR,NULL
395466,GLO,2009,4,SBARSBMO,671544.0
395467,GLO,2009,4,SBARSBSV,1024140.0
395470,GLO,2009,4,SBBESBBR,8795070.0
395471,GLO,2009,4,SBBESBCZ,NULL
395472,GLO,2009,4,SBBESBEG,7235430.0
395473,GLO,2009,4,SBBESBFI,NULL
395474,GLO,2009,4,SBBESBFZ,6534270.0
395475,GLO,2009,4,SBBESBGL,6773620.0
395476,GLO,2009,4,SBBESBGR,NULL
395478,GLO,2009,4,SBBESBIZ,18050.0
395481,GLO,2009,4,SBBESBMA,1298510.0
395482,GLO,2009,4,SBBESBMQ,2119090.0
395483,GLO,2009,4,SBBESBNF,NULL
395484,GLO,2009,4,SBBESBPV,NULL
395485,GLO,2009,4,SBBESBRB,NULL
395486,GLO,2009,4,SBBESBRF,NULL
395487,GLO,2009,4,SBBESBSL,1992340.0
395488,GLO,2009,4,SBBESBSN,4192550.0
395489,GLO,2009,4,SBBESBSP,NULL
395490,GLO,2009,4,SBBESBSV,NULL
395492,GLO,2009,4,SBARSBBR,7752.0
395493,GLO,2009,4,SBBESBBR,8651600.0
395495,GLO,2009,4,SBBRSBBR,NULL
395496,GLO,2009,4,SBBRSBBV,NULL
395498,GLO,2009,4,SBBRSBCF,4217970.0
395499,GLO,2009,4,SBBRSBCG,1972370.0
395500,GLO,2009,4,SBBRSBCT,9304120.0
395501,GLO,2009,4,SBBRSBCY,7479930.0
395502,GLO,2009,4,SBBRSBEG,15124300.0
395503,GLO,2009,4,SBBRSBFI,NULL
395504,GLO,2009,4,SBBRSBFL,3400630.0
395505,GLO,2009,4,SBBRSBFZ,15667900.0
395507,GLO,2009,4,SBBRSBGL,24221900.0
395508,GLO,2009,4,SBBRSBGO,1726330.0
395510,GLO,2009,4,SBBRSBGR,10894400.0
395511,GLO,2009,4,SBBRSBIZ,2894760.0
395512,GLO,2009,4,SBBRSBJU,NULL
395513,GLO,2009,4,SBBRSBMA,2901080.0
395514,GLO,2009,4,SBBRSBMO,NULL
395515,GLO,2009,4,SBBRSBMQ,NULL
395516,GLO,2009,4,SBBRSBNT,NULL
395517,GLO,2009,4,SBBRSBPA,15186500.0
395519,GLO,2009,4,SBBRSBPJ,2740530.0
395520,GLO,2009,4,SBBRSBPV,3940180.0
395521,GLO,2009,4,SBBRSBRB,785608.0
395523,GLO,2009,4,SBBRSBRF,19184700.0
395524,GLO,2009,4,SBBRSBRJ,NULL
395525,GLO,2009,4,SBBRSBSL,4631280.0
395526,GLO,2009,4,SBBRSBSP,16608800.0
395527,GLO,2009,4,SBBRSBSV,13281500.0
395528,GLO,2009,4,SBBRSBTE,7717600.0
395529,GLO,2009,4,SBBRSBUL,NULL
395530,GLO,2009,4,SBBRSBVT,2160410.0
395531,GLO,2009,4,SBBRSDAM,4590340.0
395532,GLO,2009,4,SBBRSBBV,NULL
395533,GLO,2009,4,SBBVSBEG,1748310.0
395534,GLO,2009,4,SBBVSBGL,NULL
395537,GLO,2009,4,SBBRSBCF,4496330.0
395539,GLO,2009,4,SBCFSBCF,NULL
395540,GLO,2009,4,SBCFSBCG,NULL
395541,GLO,2009,4,SBCFSBCT,3238080.0
395542,GLO,2009,4,SBCFSBFZ,NULL
395544,GLO,2009,4,SBCFSBGL,6150020.0
395545,GLO,2009,4,SBCFSBGO,1445400.0
395547,GLO,2009,4,SBCFSBGR,4176290.0
395548,GLO,2009,4,SBCFSBIL,2211800.0
395550,GLO,2009,4,SBCFSBPA,NULL
395552,GLO,2009,4,SBCFSBPS,2111740.0
395554,GLO,2009,4,SBCFSBRF,3833470.0
395557,GLO,2009,4,SBCFSBSP,6170100.0
395558,GLO,2009,4,SBCFSBSV,8752790.0
395559,GLO,2009,4,SBCFSBUL,923436.0
395560,GLO,2009,4,SBCFSBVT,2895750.0
395561,GLO,2009,4,SBCFSDAM,3225250.0
395562,GLO,2009,4,SBBRSBCG,1697870.0
395563,GLO,2009,4,SBCFSBCG,NULL
395565,GLO,2009,4,SBCGSBCG,NULL
395567,GLO,2009,4,SBCGSBCT,2433500.0
395568,GLO,2009,4,SBCGSBCY,1857600.0
395569,GLO,2009,4,SBCGSBEG,NULL
395570,GLO,2009,4,SBCGSBGR,3079260.0
395571,GLO,2009,4,SBCGSBPA,119412.0
395572,GLO,2009,4,SBCGSBPV,NULL
395573,GLO,2009,4,SBCGSBSP,3548530.0
395577,GLO,2009,4,SBCHSBFL,1929050.0
395579,GLO,2009,4,SBCHSBSP,NULL
395581,GLO,2009,4,SBBRSBCT,8983850.0
395582,GLO,2009,4,SBCFSBCT,3490490.0
395583,GLO,2009,4,SBCGSBCT,2482780.0
395585,GLO,2009,4,SBCTSBCT,NULL
395586,GLO,2009,4,SBCTSBCX,109626.0
395588,GLO,2009,4,SBCTSBCY,NULL
395589,GLO,2009,4,SBCTSBEG,NULL
395590,GLO,2009,4,SBCTSBFI,3580690.0
395592,GLO,2009,4,SBCTSBFL,487818.0
395594,GLO,2009,4,SBCTSBGL,8298760.0
395595,GLO,2009,4,SBCTSBGR,3448550.0
395596,GLO,2009,4,SBCTSBLO,607950.0
395597,GLO,2009,4,SBCTSBMG,2104380.0
395598,GLO,2009,4,SBCTSBPA,6613590.0
395599,GLO,2009,4,SBCTSBPV,NULL
395601,GLO,2009,4,SBCTSBSP,2986940.0
395602,GLO,2009,4,SBCTSBTE,NULL
395603,GLO,2009,4,SBCTSBVT,NULL
395604,GLO,2009,4,SBCTSDAM,2104650.0
395606,GLO,2009,4,SBCTSBCX,113703.0
395607,GLO,2009,4,SBCXSBGR,NULL
395608,GLO,2009,4,SBCXSBSP,3168180.0
395609,GLO,2009,4,SBBRSBCY,7581660.0
395611,GLO,2009,4,SBCGSBCY,1827520.0
395612,GLO,2009,4,SBCTSBCY,NULL
395613,GLO,2009,4,SBCYSBDN,1799020.0
395614,GLO,2009,4,SBCYSBEG,NULL
395615,GLO,2009,4,SBCYSBGR,8128960.0
395616,GLO,2009,4,SBCYSBPA,NULL
395617,GLO,2009,4,SBCYSBPV,2501820.0
395618,GLO,2009,4,SBCYSBSP,2501180.0
395619,GLO,2009,4,SBCYSBSV,NULL
395620,GLO,2009,4,SBBESBCZ,NULL
395621,GLO,2009,4,SBCZSBEG,NULL
395622,GLO,2009,4,SBCZSBFZ,NULL
395623,GLO,2009,4,SBCZSBPV,NULL
395624,GLO,2009,4,SBCZSBRB,1675360.0
395625,GLO,2009,4,SBCYSBDN,1793750.0
395626,GLO,2009,4,SBDNSBSP,2540190.0
395627,GLO,2009,4,SBBESBEG,7783610.0
395628,GLO,2009,4,SBBRSBEG,15344400.0
395629,GLO,2009,4,SBBVSBEG,1970710.0
395630,GLO,2009,4,SBCGSBEG,NULL
395631,GLO,2009,4,SBCTSBEG,NULL
395632,GLO,2009,4,SBCYSBEG,NULL
395633,GLO,2009,4,SBCZSBEG,NULL
395634,GLO,2009,4,SBEGSBFI,NULL
395635,GLO,2009,4,SBEGSBFZ,NULL
395636,GLO,2009,4,SBEGSBGL,4976560.0
395637,GLO,2009,4,SBEGSBGO,239875.0
395639,GLO,2009,4,SBEGSBGR,17101700.0
395640,GLO,2009,4,SBEGSBPA,NULL
395641,GLO,2009,4,SBEGSBPV,4946500.0
395642,GLO,2009,4,SBEGSBRB,NULL
395643,GLO,2009,4,SBEGSBRF,NULL
395644,GLO,2009,4,SBEGSBSL,NULL
395645,GLO,2009,4,SBEGSBSN,2282960.0
395646,GLO,2009,4,SBEGSBSV,NULL
395647,GLO,2009,4,SBEGSBVT,NULL
395648,GLO,2009,4,SBBESBFI,NULL
395649,GLO,2009,4,SBBRSBFI,NULL
395650,GLO,2009,4,SBCTSBFI,3479960.0
395651,GLO,2009,4,SBEGSBFI,NULL
395652,GLO,2009,4,SBFISBGL,214760.0
395653,GLO,2009,4,SBFISBGR,2307700.0
395654,GLO,2009,4,SBBRSBFL,3166740.0
395655,GLO,2009,4,SBCHSBFL,1985220.0
395656,GLO,2009,4,SBCTSBFL,377610.0
395657,GLO,2009,4,SBFLSBGL,3965020.0
395658,GLO,2009,4,SBFLSBGR,3354710.0
395659,GLO,2009,4,SBFLSBMO,NULL
395660,GLO,2009,4,SBFLSBPA,1188820.0
395663,GLO,2009,4,SBFLSBSP,4059670.0
395664,GLO,2009,4,SBFLSBSV,NULL
395667,GLO,2009,4,SBFNSBGR,NULL
395668,GLO,2009,4,SBFNSBRF,1211090.0
395669,GLO,2009,4,SBARSBFZ,81800.0
395670,GLO,2009,4,SBBESBFZ,6202560.0
395671,GLO,2009,4,SBBRSBFZ,17148400.0
395672,GLO,2009,4,SBCFSBFZ,NULL
395673,GLO,2009,4,SBCZSBFZ,NULL
395674,GLO,2009,4,SBEGSBFZ,NULL
395677,GLO,2009,4,SBFZSBGL,14511900.0
395678,GLO,2009,4,SBFZSBGR,22702500.0
395680,GLO,2009,4,SBFZSBJU,609960.0
395681,GLO,2009,4,SBFZSBNT,1218670.0
395682,GLO,2009,4,SBFZSBPV,NULL
395683,GLO,2009,4,SBFZSBRB,NULL
395684,GLO,2009,4,SBFZSBRF,6837440.0
395686,GLO,2009,4,SBFZSBSL,4230730.0
395687,GLO,2009,4,SBFZSBSN,NULL
395688,GLO,2009,4,SBFZSBSP,NULL
395689,GLO,2009,4,SBFZSBSV,2934210.0
395690,GLO,2009,4,SBFZSBTE,1245480.0
395691,GLO,2009,4,SBFZSDAM,NULL
395694,GLO,2009,4,SBARSBGL,5704130.0
395695,GLO,2009,4,SBBESBGL,6729550.0
395697,GLO,2009,4,SBBRSBGL,23853600.0
395698,GLO,2009,4,SBBVSBGL,NULL
395701,GLO,2009,4,SBCFSBGL,6250290.0
395703,GLO,2009,4,SBCTSBGL,8308180.0
395704,GLO,2009,4,SBEGSBGL,6066960.0
395705,GLO,2009,4,SBFISBGL,195880.0
395706,GLO,2009,4,SBFLSBGL,3962740.0
395708,GLO,2009,4,SBFZSBGL,14342100.0
395709,GLO,2009,4,SBGLSBGL,NULL
395710,GLO,2009,4,SBGLSBGO,3515260.0
395711,GLO,2009,4,SBGLSBGR,6858290.0
395712,GLO,2009,4,SBGLSBJP,6987170.0
395713,GLO,2009,4,SBGLSBJU,NULL
395714,GLO,2009,4,SBGLSBMG,NULL
395715,GLO,2009,4,SBGLSBMO,4567520.0
395716,GLO,2009,4,SBGLSBMQ,NULL
395717,GLO,2009,4,SBGLSBNF,NULL
395718,GLO,2009,4,SBGLSBNT,7224800.0
395719,GLO,2009,4,SBGLSBPA,14050800.0
395720,GLO,2009,4,SBGLSBRF,27699100.0
395723,GLO,2009,4,SBGLSBSP,4845600.0
395724,GLO,2009,4,SBGLSBSV,24474500.0
395725,GLO,2009,4,SBGLSBVT,5240860.0
395727,GLO,2009,4,SBGLSDAM,4303130.0
395728,GLO,2009,4,SBBRSBGO,1802450.0
395729,GLO,2009,4,SBCFSBGO,1425340.0
395730,GLO,2009,4,SBGLSBGO,3554240.0
395731,GLO,2009,4,SBGOSBGR,5441330.0
395732,GLO,2009,4,SBGOSBPJ,NULL
395733,GLO,2009,4,SBGOSBRF,NULL
395734,GLO,2009,4,SBGOSBSP,6836570.0
395735,GLO,2009,4,SBGOSBTE,NULL
395737,GLO,2009,4,SBARSBGR,NULL
395738,GLO,2009,4,SBBESBGR,NULL
395739,GLO,2009,4,SBBRSBGR,9921420.0
395740,GLO,2009,4,SBCFSBGR,4148460.0
395741,GLO,2009,4,SBCGSBGR,2753650.0
395743,GLO,2009,4,SBCTSBGR,3648520.0
395744,GLO,2009,4,SBCXSBGR,NULL
395745,GLO,2009,4,SBCYSBGR,7535780.0
395746,GLO,2009,4,SBEGSBGR,16389700.0
395747,GLO,2009,4,SBFISBGR,2517260.0
395748,GLO,2009,4,SBFLSBGR,1924040.0
395749,GLO,2009,4,SBFNSBGR,NULL
395750,GLO,2009,4,SBFZSBGR,22127500.0
395751,GLO,2009,4,SBGLSBGR,6207540.0
395752,GLO,2009,4,SBGOSBGR,5578060.0
395754,GLO,2009,4,SBGRSBGR,NULL
395755,GLO,2009,4,SBGRSBIL,NULL
395756,GLO,2009,4,SBGRSBJP,0.0
395757,GLO,2009,4,SBGRSBMO,7896960.0
395758,GLO,2009,4,SBGRSBMQ,NULL
395759,GLO,2009,4,SBGRSBNF,69237.0
395761,GLO,2009,4,SBGRSBNT,15059000.0
395762,GLO,2009,4,SBGRSBPA,14770500.0
395763,GLO,2009,4,SBGRSBPL,NULL
395764,GLO,2009,4,SBGRSBPS,3757090.0
395765,GLO,2009,4,SBGRSBRF,39608000.0
395768,GLO,2009,4,SBGRSBSV,24843700.0
395769,GLO,2009,4,SBGRSBTE,NULL
395770,GLO,2009,4,SBGRSBVT,3689470.0
395776,GLO,2009,4,SBCFSBIL,2283700.0
395777,GLO,2009,4,SBGRSBIL,NULL
395778,GLO,2009,4,SBILSBSP,NULL
395779,GLO,2009,4,SBILSBSV,675225.0
395780,GLO,2009,4,SBBESBIZ,NULL
395781,GLO,2009,4,SBBRSBIZ,2891310.0
395782,GLO,2009,4,SBIZSBSL,997645.0
395783,GLO,2009,4,SBBESBJP,NULL
395784,GLO,2009,4,SBCFSBJP,NULL
395785,GLO,2009,4,SBFZSBJP,NULL
395786,GLO,2009,4,SBGLSBJP,6637220.0
395787,GLO,2009,4,SBGRSBJP,NULL
395788,GLO,2009,4,SBJPSBRF,62457.0
395789,GLO,2009,4,SBJPSBSL,NULL
395790,GLO,2009,4,SBJPSBSV,2246560.0
395791,GLO,2009,4,SBJPSDAM,NULL
395792,GLO,2009,4,SBBRSBJU,NULL
395794,GLO,2009,4,SBFZSBJU,825401.0
395795,GLO,2009,4,SBGLSBJU,NULL
395797,GLO,2009,4,SBJUSBRF,999600.0
395798,GLO,2009,4,SBJVSBSP,1805720.0
395799,GLO,2009,4,SBGLSBKG,NULL
395801,GLO,2009,4,SBKGSBRF,347204.0
395802,GLO,2009,4,SBCTSBLO,621810.0
395803,GLO,2009,4,SBLOSBPA,66690.0
395804,GLO,2009,4,SBLOSBSP,730510.0
395806,GLO,2009,4,SBBESBMA,1106780.0
395807,GLO,2009,4,SBBRSBMA,3362850.0
395808,GLO,2009,4,SBCTSBMG,2109150.0
395809,GLO,2009,4,SBGLSBMG,NULL
395810,GLO,2009,4,SBMGSBSP,847938.0
395811,GLO,2009,4,SBMGSBVT,NULL
395812,GLO,2009,4,SBMGSDAM,86020.0
395813,GLO,2009,4,SBARSBMO,661824.0
395814,GLO,2009,4,SBBRSBMO,NULL
395815,GLO,2009,4,SBFLSBMO,NULL
395816,GLO,2009,4,SBGLSBMO,4683300.0
395817,GLO,2009,4,SBGRSBMO,7672320.0
395818,GLO,2009,4,SBMOSBSP,NULL
395819,GLO,2009,4,SBMOSBSV,3580200.0
395820,GLO,2009,4,SBBESBMQ,2416830.0
395821,GLO,2009,4,SBBRSBMQ,NULL
395822,GLO,2009,4,SBFISBMQ,NULL
395823,GLO,2009,4,SBGLSBMQ,NULL
395824,GLO,2009,4,SBGRSBMQ,NULL
395826,GLO,2009,4,SBMQSBSP,NULL
395827,GLO,2009,4,SBBESBNF,NULL
395828,GLO,2009,4,SBGLSBNF,NULL
395829,GLO,2009,4,SBGRSBNF,43218.0
395831,GLO,2009,4,SBNFSBSP,1966500.0
395832,GLO,2009,4,SBBRSBNT,NULL
395833,GLO,2009,4,SBFZSBNT,1439140.0
395834,GLO,2009,4,SBGLSBNT,6956220.0
395836,GLO,2009,4,SBGRSBNT,14257500.0
395837,GLO,2009,4,SBNTSBRF,1558990.0
395838,GLO,2009,4,SBNTSBSP,NULL
395839,GLO,2009,4,SBNTSBSV,5175340.0
395843,GLO,2009,4,SBBRSBPA,13920200.0
395844,GLO,2009,4,SBCFSBPA,NULL
395845,GLO,2009,4,SBCGSBPA,NULL
395846,GLO,2009,4,SBCTSBPA,6911560.0
395847,GLO,2009,4,SBCXSBPA,20826.0
395848,GLO,2009,4,SBCYSBPA,NULL
395849,GLO,2009,4,SBEGSBPA,NULL
395851,GLO,2009,4,SBFLSBPA,2031350.0
395852,GLO,2009,4,SBGLSBPA,13993600.0
395853,GLO,2009,4,SBGRSBPA,14631900.0
395854,GLO,2009,4,SBLOSBPA,NULL
395855,GLO,2009,4,SBPASBPV,NULL
395856,GLO,2009,4,SBPASBRF,NULL
395859,GLO,2009,4,SBPASBSP,5411800.0
395861,GLO,2009,4,SBPASDAM,NULL
395865,GLO,2009,4,SBBRSBPJ,2498570.0
395866,GLO,2009,4,SBGOSBPJ,NULL
395867,GLO,2009,4,SBPJSBSP,NULL
395868,GLO,2009,4,SBGRSBPL,NULL
395869,GLO,2009,4,SBJPSBPL,57855.0
395870,GLO,2009,4,SBPLSBRF,3175640.0
395872,GLO,2009,4,SBCFSBPS,2262220.0
395873,GLO,2009,4,SBGRSBPS,3896280.0
395874,GLO,2009,4,SBPSSBSV,1313680.0
395875,GLO,2009,4,SBBESBPV,NULL
395877,GLO,2009,4,SBBRSBPV,1032770.0
395878,GLO,2009,4,SBCGSBPV,NULL
395879,GLO,2009,4,SBCTSBPV,NULL
395880,GLO,2009,4,SBCYSBPV,2483500.0
395881,GLO,2009,4,SBCZSBPV,NULL
395882,GLO,2009,4,SBEGSBPV,4445000.0
395883,GLO,2009,4,SBFZSBPV,NULL
395884,GLO,2009,4,SBPASBPV,NULL
395885,GLO,2009,4,SBPVSBRB,2217360.0
395886,GLO,2009,4,SBBESBRB,NULL
395887,GLO,2009,4,SBBRSBRB,4432910.0
395888,GLO,2009,4,SBCZSBRB,1703780.0
395889,GLO,2009,4,SBEGSBRB,NULL
395890,GLO,2009,4,SBFZSBRB,NULL
395891,GLO,2009,4,SBPVSBRB,1495300.0
395893,GLO,2009,4,SBBESBRF,NULL
395894,GLO,2009,4,SBBRSBRF,20246600.0
395895,GLO,2009,4,SBCFSBRF,3359110.0
395896,GLO,2009,4,SBEGSBRF,NULL
395897,GLO,2009,4,SBFNSBRF,1215490.0
395898,GLO,2009,4,SBFZSBRF,6325800.0
395900,GLO,2009,4,SBGLSBRF,30253400.0
395901,GLO,2009,4,SBGOSBRF,0.0
395902,GLO,2009,4,SBGRSBRF,40463200.0
395903,GLO,2009,4,SBJPSBRF,0.0
395905,GLO,2009,4,SBJUSBRF,1217160.0
395907,GLO,2009,4,SBKGSBRF,0.0
395908,GLO,2009,4,SBMOSBRF,38191.0
395909,GLO,2009,4,SBNTSBRF,1558490.0
395910,GLO,2009,4,SBPASBRF,NULL
395911,GLO,2009,4,SBPLSBRF,3235960.0
395913,GLO,2009,4,SBRFSBRF,NULL
395914,GLO,2009,4,SBRFSBSL,NULL
395915,GLO,2009,4,SBRFSBSN,NULL
395916,GLO,2009,4,SBRFSBSP,NULL
395917,GLO,2009,4,SBRFSBSV,7281780.0
395918,GLO,2009,4,SBBRSBRJ,NULL
395919,GLO,2009,4,SBGLSBRJ,0.0
395922,GLO,2009,4,SBRJSBSP,21690300.0
395923,GLO,2009,4,SBRJSBVT,609444.0
395924,GLO,2009,4,SBRJSDAM,40804.0
395927,GLO,2009,4,SBBESBSL,1878170.0
395929,GLO,2009,4,SBBRSBSL,5254390.0
395931,GLO,2009,4,SBEGSBSL,NULL
395933,GLO,2009,4,SBFZSBSL,4653870.0
395935,GLO,2009,4,SBIZSBSL,906465.0
395936,GLO,2009,4,SBRFSBSL,NULL
395938,GLO,2009,4,SBSLSBSL,NULL
395940,GLO,2009,4,SBSLSBSN,NULL
395941,GLO,2009,4,SBSLSBSV,NULL
395942,GLO,2009,4,SBBESBSN,4049130.0
395943,GLO,2009,4,SBEGSBSN,2625170.0
395944,GLO,2009,4,SBFZSBSN,NULL
395945,GLO,2009,4,SBRFSBSN,NULL
395946,GLO,2009,4,SBSLSBSN,NULL
395947,GLO,2009,4,SBSNSBSV,NULL
395948,GLO,2009,4,SBBESBSP,NULL
395949,GLO,2009,4,SBBRSBSP,15393600.0
395950,GLO,2009,4,SBCFSBSP,5499900.0
395951,GLO,2009,4,SBCGSBSP,3709100.0
395952,GLO,2009,4,SBCHSBSP,NULL
395953,GLO,2009,4,SBCTSBSP,2783710.0
395954,GLO,2009,4,SBCXSBSP,3038720.0
395955,GLO,2009,4,SBCYSBSP,2078560.0
395956,GLO,2009,4,SBDNSBSP,2592620.0
395957,GLO,2009,4,SBFLSBSP,3921080.0
395958,GLO,2009,4,SBFZSBSP,NULL
395959,GLO,2009,4,SBGLSBSP,5406840.0
395960,GLO,2009,4,SBGOSBSP,6613810.0
395962,GLO,2009,4,SBILSBSP,NULL
395963,GLO,2009,4,SBJVSBSP,1763850.0
395964,GLO,2009,4,SBLOSBSP,864704.0
395965,GLO,2009,4,SBMGSBSP,938574.0
395966,GLO,2009,4,SBMOSBSP,NULL
395967,GLO,2009,4,SBMQSBSP,NULL
395968,GLO,2009,4,SBNFSBSP,1673390.0
395969,GLO,2009,4,SBNTSBSP,NULL
395970,GLO,2009,4,SBPASBSP,6757630.0
